"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_9.2874",939.980383071339,-1.09407416753981,0.260545296294802,-4.19917067434557,2.67894344826048e-05,0.000329324967093906,"sp|A0MSJ1|CRA1B_DANRE",8.77e-80,"Collagen alpha-1(XXVII) chain B OS=Danio rerio GN=col27a1b PE=2 SV=1","tr|A0A2B4SXQ8|A0A2B4SXQ8_STYPI",0,"Collagen alpha-1(XXVII) chain B OS=Stylophora pistillata GN=col27a1b PE=4 SV=1","ref|XP_020616319.1|",0,"collagen alpha-1(I) chain-like [Orbicella faveolata]","GO:0005581; GO:0005578; GO:0005201; GO:0046872; GO:0030282; GO:0048570; GO:0001501","GO:0005581; GO:0005201"
"evm.TU.chromosome_13.2107",3.07509811858467,3.23687776556312,0.77149332863977,4.19560046134178,2.72149623705809e-05,0.000334089740153416,NA,NA,NA,"tr|A0A2B4RZ13|A0A2B4RZ13_STYPI",1.63e-96,"Tumor necrosis factor receptor superfamily member 19 OS=Stylophora pistillata GN=Tnfrsf19 PE=4 SV=1","ref|XP_020628914.1|",1.32e-113,"tumor necrosis factor receptor superfamily member 1A-like [Orbicella faveolata]",NA,"GO:0016021"
"evm.TU.chromosome_10.334",3.67800772657029,2.43013077209777,0.579575055477054,4.1929526627013,2.75346916723534e-05,0.000337075141417774,"sp|M1W080|TCPC_CLAP2",4.39e-34,"Cytochrome P450 monooxygenase tcpC OS=Claviceps purpurea (strain 20.1) GN=tcpC PE=2 SV=1","tr|A0A1Y2W2N8|A0A1Y2W2N8_9PEZI",5.28e-42,"Uncharacterized protein OS=Hypoxylon sp. CI-4A GN=M426DRAFT_321176 PE=3 SV=1","ref|XP_020616985.1|",0,"cytochrome P450 monooxygenase tcpC-like isoform X1 [Orbicella faveolata]","GO:0020037; GO:0005506; GO:0004497; GO:0016705","GO:0016021; GO:0020037; GO:0005506; GO:0004497; GO:0016705"
"evm.TU.chromosome_9.2918",4.64632355237427,-2.11658732439357,0.505618133598684,-4.18613808276412,2.83740774798676e-05,0.000345191815528555,"sp|Q7ZX22|WDR24_XENLA",0,"GATOR complex protein WDR24 OS=Xenopus laevis GN=wdr24 PE=2 SV=1","tr|A0A2B4RW62|A0A2B4RW62_STYPI",0,"WD repeat-containing protein 24 OS=Stylophora pistillata GN=Wdr24 PE=4 SV=1","ref|XP_020616397.1|",0,"WD repeat-containing protein 24-like [Orbicella faveolata]","GO:0005765; GO:0006914; GO:0032008",""
"evm.TU.chromosome_3.1690",8.37486696406526,-1.68886711753497,0.404551627621052,-4.17466400386591,2.98426169431416e-05,0.000361311024103356,"sp|Q6DG99|KCTD6_DANRE",2.48e-26,"BTB/POZ domain-containing protein KCTD6 OS=Danio rerio GN=kctd6 PE=2 SV=1","tr|A0A2B4RKQ4|A0A2B4RKQ4_STYPI",9.42e-119,"BTB/POZ domain-containing protein KCTD6 OS=Stylophora pistillata GN=kctd6 PE=4 SV=1","ref|XP_020624754.1|",6.88e-132,"BTB/POZ domain-containing protein KCTD4-like [Orbicella faveolata]","GO:0051260; GO:0016567","GO:0016021; GO:0051260"
"evm.TU.chromosome_2.1995",31.7100782116466,-1.09335173826326,0.262191966382598,-4.17004286343317,3.04542354536435e-05,0.000367201787646395,"sp|Q26619|KAPR_STRPU",3.21e-154,"cAMP-dependent protein kinase type II regulatory subunit OS=Strongylocentrotus purpuratus PE=2 SV=1","tr|A0A2B4RFK5|A0A2B4RFK5_STYPI",0,"cAMP-dependent protein kinase type II regulatory subunit OS=Stylophora pistillata GN=AWC38_SpisGene20193 PE=4 SV=1","ref|XP_020605986.1|",0,"cAMP-dependent protein kinase type II regulatory subunit-like isoform X1 [Orbicella faveolata]","GO:0005952; GO:0030552; GO:0008603","GO:0005952; GO:0008603; GO:0016301"
"evm.TU.chromosome_1.989",19.1480064210552,1.04464895183817,0.250853533614793,4.16437806071459,3.12202427071799e-05,0.000375154021507285,"sp|Q9IA79|BI1_PAROL",5.03e-90,"Probable Bax inhibitor 1 OS=Paralichthys olivaceus GN=tmbim6 PE=2 SV=1","tr|A0A2B4RP71|A0A2B4RP71_STYPI",4.66e-139,"Putative Bax inhibitor 1 OS=Stylophora pistillata GN=tmbim6 PE=4 SV=1","gb|PFX18128.1|",7.23e-139,"bax inhibitor 1-like [Stylophora pistillata]","GO:0005789; GO:0016021; GO:0006915; GO:0043066; GO:0006986","GO:0016021"
"evm.TU.chromosome_14.7057",10.8946064783021,1.90788684952871,0.458245418782368,4.16346082542029,3.13459826672783e-05,0.000375725776392422,"sp|Q944H0|PEAM2_ARATH",1.88e-29,"Phosphomethylethanolamine N-methyltransferase OS=Arabidopsis thaliana GN=NMT2 PE=1 SV=2","tr|A0A2B4RVG9|A0A2B4RVG9_STYPI",1.05e-72,"Phosphoethanolamine N-methyltransferase 3 OS=Stylophora pistillata GN=NMT3 PE=4 SV=1","ref|XP_020624026.1|",3.36e-73,"phosphomethylethanolamine N-methyltransferase-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0000234; GO:0052667; GO:0006656","GO:0008168"
"evm.TU.chromosome_2.1207",31.1741820429373,0.941321658370314,0.226087605351534,4.16352615574255,3.13370109133657e-05,0.000375725776392422,"sp|Q8BW96|KCC1D_MOUSE",3.61e-164,"Calcium/calmodulin-dependent protein kinase type 1D OS=Mus musculus GN=Camk1d PE=1 SV=2","tr|A0A2B4RGG7|A0A2B4RGG7_STYPI",0,"Calcium/calmodulin-dependent protein kinase type 1D OS=Stylophora pistillata GN=Camk1d PE=4 SV=1","ref|XP_022804611.1|",0,"calcium/calmodulin-dependent protein kinase type 1-like isoform X1 [Stylophora pistillata]","GO:0005737; GO:0005634; GO:0005524; GO:0005516; GO:0004683; GO:0006954; GO:0035556; GO:0043066; GO:0018105; GO:0018107; GO:0043065; GO:0032793; GO:0010976; GO:0090023; GO:0050766; GO:0060267; GO:0050773; GO:0071622","GO:0005524; GO:0004674"
"evm.TU.chromosome_12.482",30.3347409942956,1.15640007709992,0.277901561169774,4.16118596898943,3.16599131714126e-05,0.000378916496213259,"sp|Q9W735|PRM1A_DANRE",1.2e-53,"Prominin-1-A OS=Danio rerio GN=prom1a PE=2 SV=2","tr|A0A2B4RUK5|A0A2B4RUK5_STYPI",0,"Prominin-1-A OS=Stylophora pistillata GN=prom1a PE=4 SV=1","ref|XP_020624496.1|",0,"prominin-1-A-like isoform X2 [Orbicella faveolata]","GO:0016324; GO:0005783; GO:0005793; GO:0016021; GO:0031528; GO:0005886","GO:0016021"
"evm.TU.chromosome_7.1804",4.6848201515769,-2.22981658108436,0.537241760072362,-4.15049005271671,3.3176418725348e-05,0.000394356135132071,"sp|Q499M4|TIGD5_MOUSE",2.86e-08,"Tigger transposable element derived 5 OS=Mus musculus GN=Tigd5 PE=2 SV=1","tr|A0A1X7T5Y3|A0A1X7T5Y3_AMPQE",3.91e-26,"Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1","gb|KXJ29677.1|",1.55e-25,"Methylmalonic aciduria and homocystinuria type D-like, mitochondrial [Exaiptasia pallida]","GO:0005634; GO:0003677","GO:0003677"
"evm.TU.chromosome_13.3377",101.780391742652,0.603064027526549,0.145700078945532,4.13907824821424,3.48704011000914e-05,0.000411302567409417,"sp|Q5T1M5|FKB15_HUMAN",9.4e-161,"FK506-binding protein 15 OS=Homo sapiens GN=FKBP15 PE=1 SV=2","tr|A0A2B4SAV1|A0A2B4SAV1_STYPI",0,"FK506-binding protein 15 OS=Stylophora pistillata GN=FKBP15 PE=4 SV=1","ref|XP_020612263.1|",0,"FK506-binding protein 15-like [Orbicella faveolata]","GO:0005884; GO:0030424; GO:0005769; GO:0030426; GO:0016020; GO:0003779; GO:0006897; GO:0010923","GO:0003755"
"evm.TU.chromosome_14.7215",4.98411386921875,-2.8311562920376,0.684774994382198,-4.13443293821186,3.55832135787663e-05,0.000418168038961673,"sp|Q3UIR3|DTX3L_MOUSE",5.34e-68,"E3 ubiquitin-protein ligase DTX3L OS=Mus musculus GN=Dtx3l PE=1 SV=1","tr|A0A2B4R8I6|A0A2B4R8I6_STYPI",0,"E3 ubiquitin-protein ligase DTX3L OS=Stylophora pistillata GN=Dtx3l PE=4 SV=1","ref|XP_020627177.1|",0,"uncharacterized protein LOC110064464 isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0031901; GO:0005765; GO:0005764; GO:0005654; GO:0005634; GO:0043234; GO:0008047; GO:0019899; GO:0004857; GO:0042393; GO:0046872; GO:0097677; GO:0044389; GO:0004842; GO:0006974; GO:0051607; GO:0006302; GO:0008333; GO:0033522; GO:0033523; GO:0010390; GO:0045087; GO:0051444; GO:0035563; GO:0002230; GO:2001034; GO:1901666; GO:0032092; GO:1902966; GO:1900182; GO:2000646; GO:0045893; GO:0051865; GO:0070936; GO:0015031; GO:0042787","GO:0016874"
"evm.TU.chromosome_4.461",15.7214582589702,-1.33854209582972,0.323891364163101,-4.13268843795314,3.58544599139829e-05,0.000420794247731328,NA,NA,NA,"tr|A0A2B4SC60|A0A2B4SC60_STYPI",3.72e-138,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene9141 PE=4 SV=1","ref|XP_020629391.1|",4.63e-141,"nucleolar protein 58-like [Orbicella faveolata]",NA,"GO:0031110"
"evm.TU.chromosome_10.943",34.8768162373141,1.07103366455678,0.259314971656606,4.1302422984473,3.62381101282728e-05,0.000424638757233019,"sp|Q0VA16|WDR70_XENTR",0,"WD repeat-containing protein 70 OS=Xenopus tropicalis GN=wdr70 PE=2 SV=1","tr|A7RL14|A7RL14_NEMVE",0,"Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g85299 PE=4 SV=1","ref|XP_022793260.1|",0,"WD repeat-containing protein 70-like [Stylophora pistillata]","",""
"evm.TU.chromosome_11.2857",3.93350718380839,2.48177552381511,0.600963903543915,4.1296582193705,3.63302913059622e-05,0.000425245456243077,"sp|Q3U435|MMP25_MOUSE",1.23e-97,"Matrix metalloproteinase-25 OS=Mus musculus GN=Mmp25 PE=2 SV=1","tr|A0A2B4SLF1|A0A2B4SLF1_STYPI",0,"Matrix metalloproteinase-25 OS=Stylophora pistillata GN=Mmp25 PE=4 SV=1","ref|XP_020618480.1|",0,"matrix metalloproteinase-24-like [Orbicella faveolata]","GO:0031225; GO:0009986; GO:0031012; GO:0016021; GO:0005886; GO:0004222; GO:0016504; GO:0008270; GO:0060022; GO:0006954; GO:0006508","GO:0031012; GO:0016021; GO:0004222; GO:0008270"
"evm.TU.chromosome_11.2894",4.83080844965406,-1.81203444772984,0.43938514532012,-4.12402300585209,3.72311683062965e-05,0.000434347192638224,"sp|Q9GKT6|CNRP1_MACFA",1.05e-18,"CB1 cannabinoid receptor-interacting protein 1 OS=Macaca fascicularis GN=CNRIP1 PE=2 SV=1","tr|A0A2B4SHT5|A0A2B4SHT5_STYPI",2.13e-98,"CB1 cannabinoid receptor-interacting protein 1 OS=Stylophora pistillata GN=Cnrip1 PE=4 SV=1","ref|XP_020618439.1|",1.27e-105,"CB1 cannabinoid receptor-interacting protein 1-like [Orbicella faveolata]","",""
"evm.TU.chromosome_12.1136",34.3537112195025,0.88100803026553,0.213785899683415,4.12098286917038,3.77259480026445e-05,0.000439537235459382,"sp|Q4SQ06|NOP16_TETNG",3.18e-22,"Nucleolar protein 16 OS=Tetraodon nigroviridis GN=nop16 PE=3 SV=1","tr|A0A2B4SP13|A0A2B4SP13_STYPI",6.22e-73,"Nucleolar protein 16 OS=Stylophora pistillata GN=nop16 PE=4 SV=1","ref|XP_020610290.1|",2.66e-93,"nucleolar protein 16-like [Orbicella faveolata]","GO:0005730",""
"evm.TU.chromosome_14.815",13.6830795798427,1.70053278286384,0.4128854630108,4.11865501503344,3.81090171927581e-05,0.000443121087041338,"sp|Q5RC04|RGF1B_PONAB",8.63e-160,"Ras-GEF domain-containing family member 1B OS=Pongo abelii GN=RASGEF1B PE=2 SV=2","tr|A0A2B4S6B2|A0A2B4S6B2_STYPI",0,"Ras-GEF domain-containing family member 1B OS=Stylophora pistillata GN=RASGEF1B PE=4 SV=1","ref|XP_020614204.1|",0,"ras-GEF domain-containing family member 1B-like [Orbicella faveolata]","GO:0005769; GO:0005770; GO:0030496; GO:0005088; GO:0043547; GO:0007264","GO:0005622; GO:0005085; GO:0043547; GO:0007264"
"evm.TU.chromosome_5.2181",4.51687225370861,-3.37911759515893,0.822921821513763,-4.10624376072936,4.02145103848103e-05,0.000465146956624306,"sp|Q08CH7|RS10B_DANRE",8.82e-07,"Radial spoke head 10 homolog B OS=Danio rerio GN=rsph10b PE=2 SV=1","tr|A0A2B4SUA6|A0A2B4SUA6_STYPI",5.65e-33,"Radial spoke head 10-like B OS=Stylophora pistillata GN=rsph10b PE=4 SV=1","ref|XP_022778561.1|",5.09e-36,"radial spoke head 10 homolog B-like isoform X2 [Stylophora pistillata]","","GO:0019905; GO:0006836"
"evm.TU.chromosome_13.2788",74.4581249791219,0.990725502200836,0.241971024894517,4.09439726360926,4.23268041698057e-05,0.000487020889781383,"sp|Q63413|DX39B_RAT",0,"Spliceosome RNA helicase Ddx39b OS=Rattus norvegicus GN=Ddx39b PE=2 SV=3","tr|A0A2B4R8X2|A0A2B4R8X2_STYPI",0,"Spliceosome RNA helicase Ddx39b OS=Stylophora pistillata GN=Ddx39b PE=4 SV=1","ref|XP_020629225.1|",0,"spliceosome RNA helicase Ddx39b [Orbicella faveolata]","GO:0005737; GO:0016363; GO:0016607; GO:0005730; GO:0005634; GO:0043234; GO:0005681; GO:0000346; GO:0005687; GO:0005688; GO:0005524; GO:0043008; GO:0004004; GO:0016887; GO:0042802; GO:0032403; GO:0003723; GO:0008186; GO:0030621; GO:0017070; GO:0006974; GO:0001889; GO:0006406; GO:0000398; GO:2000002; GO:0061051; GO:2000573; GO:0032786; GO:0045727; GO:1904707; GO:0010501; GO:0008380; GO:0000245; GO:0046784","GO:0005524; GO:0004386; GO:0003676"
"evm.TU.chromosome_9.2859",4.84968282215236,1.84551938310608,0.45076158779218,4.09422504731468,4.23582738088236e-05,0.000487064850793888,"sp|P18475|TORSO_DROME",2.69e-54,"Tyrosine-protein kinase receptor torso OS=Drosophila melanogaster GN=tor PE=1 SV=2","tr|A0A2B4RQC8|A0A2B4RQC8_STYPI",0,"Tyrosine-protein kinase receptor torso OS=Stylophora pistillata GN=tor PE=4 SV=1","ref|XP_022800491.1|",0,"uncharacterized protein LOC111338304 isoform X1 [Stylophora pistillata]","GO:0005887; GO:0005886; GO:0005524; GO:0046872; GO:0004713; GO:0004714; GO:0008595; GO:0001709; GO:0030381; GO:0007369; GO:0007443; GO:0007552; GO:0046957; GO:0040015; GO:0038083; GO:0007278; GO:0007280; GO:0046777; GO:0006468; GO:0006355; GO:0007362; GO:0008293","GO:0016021; GO:0005524; GO:0004713"
"evm.TU.chromosome_13.1578",248.989494556136,0.649566136232411,0.15873460475499,4.0921520372639,4.27388275808552e-05,0.000490480251898596,"sp|Q5U231|ZFR_XENTR",2.21e-98,"Zinc finger RNA-binding protein OS=Xenopus tropicalis GN=zfr PE=2 SV=1","tr|A0A2B4RLN6|A0A2B4RLN6_STYPI",0,"Zinc finger RNA-binding protein OS=Stylophora pistillata GN=ZFR PE=4 SV=1","ref|XP_020603163.1|",0,"zinc finger RNA-binding protein-like [Orbicella faveolata]","GO:0005737; GO:0005634; GO:0003677; GO:0003723; GO:0008270; GO:0007275","GO:0003676; GO:0008270"
"evm.TU.chromosome_6.1263",5.34541105372053,-2.32490774999544,0.568603198014606,-4.08880526545283,4.33600660345493e-05,0.000496316389385718,NA,NA,NA,"tr|A0A2B4RYN9|A0A2B4RYN9_STYPI",7.51e-12,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene13570 PE=4 SV=1","gb|PFX21919.1|",1.16e-11,"hypothetical protein AWC38_SpisGene13570 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_4.785",12.2984281800095,1.45746412043529,0.356501917450004,4.08823641359428,4.34665061847036e-05,0.000497211670746584,"sp|Q9NQG7|HPS4_HUMAN",5.02e-30,"Hermansky-Pudlak syndrome 4 protein OS=Homo sapiens GN=HPS4 PE=1 SV=2","tr|A0A2B4SVI7|A0A2B4SVI7_STYPI",0,"Hermansky-Pudlak syndrome 4 protein OS=Stylophora pistillata GN=HPS4 PE=4 SV=1","gb|PFX32890.1|",0,"uncharacterized protein LOC111345190 isoform X1 [Stylophora pistillata]","GO:0031085; GO:0005737; GO:0005829; GO:0005764; GO:0042470; GO:0016020; GO:0042827; GO:0005085; GO:0046983; GO:0042803; GO:0017137; GO:0007596; GO:0007599; GO:0007040; GO:0030318; GO:1903232; GO:0048075; GO:1903955; GO:0050821; GO:0006605",""
"evm.TU.chromosome_14.5103",114.603481292293,0.76258574675587,0.186671938297818,4.08516541752105,4.40454266783054e-05,0.000503506967141485,"sp|Q86VM9|ZCH18_HUMAN",5.42e-27,"Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens GN=ZC3H18 PE=1 SV=2","tr|A0A2B4S4G1|A0A2B4S4G1_STYPI",0,"Zinc finger CCCH domain-containing protein 18 OS=Stylophora pistillata GN=ZC3H18 PE=4 SV=1","gb|PFX23402.1|",0,"zinc finger CCCH domain-containing protein 18-like [Stylophora pistillata]","GO:0016607; GO:0043234; GO:0046872; GO:0003723","GO:0046872"
"evm.TU.chromosome_11.64",12.1821588880314,-1.32703585043976,0.324919891016886,-4.08419394173316,4.42300793936674e-05,0.000505289934240496,"sp|Q9H4B6|SAV1_HUMAN",2.01e-53,"Protein salvador homolog 1 OS=Homo sapiens GN=SAV1 PE=1 SV=2","tr|A0A2B4RQH8|A0A2B4RQH8_STYPI",0,"Protein salvador-like 1 OS=Stylophora pistillata GN=SAV1 PE=4 SV=1","gb|PFX18597.1|",0,"scaffold protein salvador-like isoform X3 [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0005634; GO:0042802; GO:0032947; GO:0006915; GO:0001942; GO:0035329; GO:0060575; GO:0030216; GO:0060487; GO:0060044; GO:0050680; GO:0043065; GO:0051091; GO:0045600; GO:0050821; GO:2000036; GO:0060412","GO:0005622; GO:0032947; GO:0006915; GO:0035329; GO:0042127"
"evm.TU.chromosome_4.2136",25.9845790493257,0.790111416305501,0.193557899946237,4.08204168636343,4.46417868295028e-05,0.000509662810621207,"sp|Q4V838|LTV1_XENLA",6.47e-109,"Protein LTV1 homolog OS=Xenopus laevis GN=ltv1 PE=2 SV=1","tr|A0A2B4RWB0|A0A2B4RWB0_STYPI",0,"Protein LTV1-like OS=Stylophora pistillata GN=Ltv1 PE=4 SV=1","gb|PFX20502.1|",0,"protein LTV1 homolog isoform X1 [Stylophora pistillata]","",""
"evm.TU.chromosome_13.629",8.5489317854657,-1.54970440331953,0.380727047756243,-4.07038168801633,4.69361735023592e-05,0.000533093251075151,NA,NA,NA,"tr|A0A2B4ST93|A0A2B4ST93_STYPI",1.25e-79,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene3410 PE=4 SV=1","ref|XP_020600849.1|",7.8e-156,"uncharacterized protein LOC110040005 [Orbicella faveolata]",NA,"GO:0016021"
"evm.TU.chromosome_10.1731",206.763551018726,-1.36715388107895,0.336463872101294,-4.06330068230137,4.83836384661432e-05,0.000548472442226241,"sp|B3EWZ5|MLRP1_ACRMI",2.67e-15,"MAM and LDL-receptor class A domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4ST34|A0A2B4ST34_STYPI",9.67e-77,"Integumentary mucin A.1 OS=Stylophora pistillata GN=AWC38_SpisGene2668 PE=4 SV=1","ref|XP_020628961.1|",8.52e-92,"putative gastrointestinal growth factor xP4 isoform X1 [Orbicella faveolata]","GO:0005576; GO:0016020",""
"evm.TU.chromosome_1.659_evm.TU.chromosome_1.661",16.6767360294002,-1.24443765553491,0.306300890584118,-4.06279476746462,4.84886588047795e-05,0.00054930946206109,"sp|Q9TW28|MYOM_DICDI",2.89e-23,"Myosin-M heavy chain OS=Dictyostelium discoideum GN=myoM PE=1 SV=1","tr|A0A2B4SFU4|A0A2B4SFU4_STYPI",0,"Myosin-M heavy chain OS=Stylophora pistillata GN=myoM PE=4 SV=1","gb|PFX27437.1|",0,"uncharacterized protein LOC111327558 [Stylophora pistillata]","GO:0042995; GO:0005737; GO:0016461; GO:0051015; GO:0005524; GO:0016887; GO:0000146; GO:0030676; GO:0006972; GO:0006971; GO:0031268; GO:0035020; GO:0035023","GO:0005524; GO:0004672; GO:0005089; GO:0035023"
"evm.TU.chromosome_6.1902",20.9656860745151,1.03639126210875,0.255109205916904,4.06253964212618,4.85417009350009e-05,0.000549556943233275,"sp|P15989|CO6A3_CHICK",5.99e-14,"Collagen alpha-3(VI) chain OS=Gallus gallus GN=COL6A3 PE=2 SV=2","tr|A0A2B4RXI2|A0A2B4RXI2_STYPI",2.39e-26,"Kunitz-type serine protease inhibitor 1 OS=Stylophora pistillata GN=2 PE=4 SV=1","ref|XP_020624565.1|",6.09e-89,"amyloid-like protein 2 [Orbicella faveolata]","GO:0005581; GO:0005578; GO:0004867; GO:0007155","GO:0008233; GO:0004867"
"evm.TU.chromosome_13.3447",16.508150889649,-1.38335900369493,0.340633024265363,-4.06114177178914,4.88333045489138e-05,0.000551440700598504,"sp|Q96RW7|HMCN1_HUMAN",8.61e-62,"Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2","tr|A0A2B4SSP9|A0A2B4SSP9_STYPI",1.25e-86,"Semaphorin-5A OS=Stylophora pistillata GN=SEMA5A PE=4 SV=1","ref|XP_020630188.1|",1.54e-162,"coadhesin-like isoform X2 [Orbicella faveolata]","GO:0005604; GO:0005938; GO:0030054; GO:0032154; GO:0070062; GO:0005509; GO:0007049; GO:0051301; GO:0050896; GO:0007601",""
"evm.TU.chromosome_5.762",3.56412861249571,2.397175621736,0.590299022539153,4.06095136567332,4.88731526031065e-05,0.000551537127646588,"sp|P83870|PHF5A_MOUSE",2.92e-74,"PHD finger-like domain-containing protein 5A OS=Mus musculus GN=Phf5a PE=1 SV=1","tr|A0A2B4RNY1|A0A2B4RNY1_STYPI",6.43e-74,"PHD finger-like domain-containing protein 5A OS=Stylophora pistillata GN=Phf5a PE=4 SV=1","gb|EDO31922.1|",9.97e-74,"predicted protein [Nematostella vectensis]","GO:0071013; GO:0016363; GO:0016607; GO:0005654; GO:0071011; GO:0005689; GO:0005686; GO:0003677; GO:0003700; GO:0046872; GO:0003723; GO:0000398; GO:0045893; GO:0006351",""
"evm.TU.chromosome_4.2007",7.33096724093563,-2.41950951729972,0.596479833082526,-4.05631403294229,4.98532213643468e-05,0.000560443106288661,"sp|Q9D7A8|ARMC1_MOUSE",9.64e-77,"Armadillo repeat-containing protein 1 OS=Mus musculus GN=Armc1 PE=1 SV=1","tr|A0A2B4SEU2|A0A2B4SEU2_STYPI",9.61e-172,"Armadillo repeat-containing protein 1 OS=Stylophora pistillata GN=Armc1 PE=4 SV=1","ref|XP_020630682.1|",5.94e-177,"armadillo repeat-containing protein 1-like [Orbicella faveolata]","GO:0005739; GO:0005634; GO:0046872; GO:0030001",""
"evm.TU.chromosome_14.5261",32.4562989085434,0.890547011535218,0.219640376704989,4.05456876779701,5.02268734751971e-05,0.000564283547920326,"sp|Q5F3Z3|UB2V2_CHICK",1.78e-62,"Ubiquitin-conjugating enzyme E2 variant 2 OS=Gallus gallus GN=UBE2V2 PE=2 SV=1","tr|A0A1X7V4L6|A0A1X7V4L6_AMPQE",1.73e-67,"Uncharacterized protein OS=Amphimedon queenslandica PE=3 SV=1","ref|XP_020601488.1|",4.64e-77,"ubiquitin-conjugating enzyme E2 variant 2-like [Orbicella faveolata]","GO:0005737; GO:0005634; GO:0061630; GO:0031625; GO:0006301; GO:0070534",""
"evm.TU.chromosome_10.2301",27.33059097652,1.03941177224798,0.257023426566186,4.0440351532716,5.25390364773659e-05,0.000587263747833298,"sp|Q9TZM3|LRK1_CAEEL",8.77e-151,"Leucine-rich repeat serine/threonine-protein kinase 1 OS=Caenorhabditis elegans GN=lrk-1 PE=1 SV=6","tr|A0A2B4SSV9|A0A2B4SSV9_STYPI",0,"Leucine-rich repeat serine/threonine-protein kinase 1 OS=Stylophora pistillata GN=lrk-1 PE=4 SV=1","ref|XP_020622028.1|",0,"leucine-rich repeat serine/threonine-protein kinase 1-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005794; GO:0043025; GO:0045202; GO:0005524; GO:0005525; GO:0046872; GO:0004674; GO:0004871; GO:0048846; GO:0034613; GO:0035556; GO:1901215; GO:0034976; GO:0006979; GO:0048489","GO:0005524; GO:0004672"
"evm.TU.chromosome_2.1885",5.6371850695973,2.36586708004156,0.585236532690349,4.0425826958642,5.28656585986819e-05,0.000590539912412416,NA,NA,NA,"tr|A0A2B4RM54|A0A2B4RM54_STYPI",3.34e-23,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene18277 PE=4 SV=1","gb|PFX17408.1|",5.18e-23,"hypothetical protein AWC38_SpisGene18277 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_14.6836",67.6280019234628,-0.679184114157877,0.168207127306941,-4.03778439731935,5.39584097039152e-05,0.00060122159730814,"sp|Q99MN1|SYK_MOUSE",0,"Lysine--tRNA ligase OS=Mus musculus GN=Kars PE=1 SV=1","tr|T2MDI2|T2MDI2_HYDVU",0,"Lysine--tRNA ligase (Fragment) OS=Hydra vulgaris GN=KARS PE=2 SV=1","ref|XP_022794077.1|",0,"lysine--tRNA ligase-like [Stylophora pistillata]","GO:0017101; GO:0005829; GO:0005615; GO:0005739; GO:0005634; GO:0005886; GO:0003877; GO:0005524; GO:0042802; GO:0004824; GO:0003676; GO:0042803; GO:0097110; GO:0000187; GO:0002276; GO:0015966; GO:0070371; GO:0006430; GO:0008285; GO:1900017; GO:0002741; GO:0070374; GO:0043032; GO:0010759; GO:1905050; GO:1900745; GO:0045893; GO:0033209","GO:0005737; GO:0005524; GO:0004824; GO:0003676; GO:0006430"
"evm.TU.chromosome_1.1476",1.85325752610656,-3.86566722026249,0.958049787771689,-4.034933538531,5.4617755287466e-05,0.000607415642136364,"sp|O06997|YVDP_BACSU",1.72e-24,"Uncharacterized FAD-linked oxidoreductase YvdP OS=Bacillus subtilis (strain 168) GN=yvdP PE=1 SV=1","tr|A0A2B4R9D9|A0A2B4R9D9_STYPI",0,"Spectrin alpha chain OS=Stylophora pistillata GN=alpha-Spec PE=4 SV=1","ref|XP_020615761.1|",0,"uncharacterized protein LOC110053817 [Orbicella faveolata]","GO:0031160; GO:0050660; GO:0016614; GO:0030435","GO:0003779; GO:0050660; GO:0016614; GO:0005543"
"evm.TU.chromosome_13.15",68.1749713732066,0.971919204653834,0.240960799540708,4.03351585198255,5.4948472077664e-05,0.000610323003858845,"sp|Q91VX2|UBAP2_MOUSE",8.68e-17,"Ubiquitin-associated protein 2 OS=Mus musculus GN=Ubap2 PE=1 SV=1","tr|A0A2B4T2V0|A0A2B4T2V0_STYPI",0,"Ubiquitin-associated protein 2 OS=Stylophora pistillata GN=Ubap2 PE=4 SV=1","ref|XP_020615174.1|",0,"ubiquitin-associated protein 2-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005634; GO:0045296; GO:0010628",""
