"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_5.2340",120.221491854899,-1.58246044571455,0.391485600338538,-4.04219323608866,5.29535651538748e-05,0.00313336700814966,"sp|Q9VCY8|ADRL_DROME",8.69e-122,"Adiponectin receptor protein OS=Drosophila melanogaster GN=AdipoR PE=1 SV=2","tr|A0A2B4RJY8|A0A2B4RJY8_STYPI",0,"Adiponectin receptor protein OS=Stylophora pistillata GN=AdipoR PE=4 SV=1","ref|XP_020624367.1|",0,"adiponectin receptor protein 1-like [Orbicella faveolata]","GO:0016021; GO:0005886; GO:0042562; GO:0046872; GO:0016500; GO:0004872; GO:0033211; GO:0019395; GO:0036099; GO:0042593; GO:0009755; GO:0032024; GO:0070328","GO:0016021"
"evm.TU.chromosome_13.1502",32.710587893406,-1.74405617573829,0.432186561479322,-4.03542435416919,5.45036983140699e-05,0.0031474989958534,"sp|Q9WV57|MPEG1_RAT",2.21e-167,"Macrophage-expressed gene 1 protein OS=Rattus norvegicus GN=Mpeg1 PE=2 SV=2","tr|A0A2B4RFA8|A0A2B4RFA8_STYPI",0,"Macrophage-expressed gene 1 protein OS=Stylophora pistillata GN=Mpeg1 PE=4 SV=1","gb|PFX14952.1|",0,"macrophage-expressed gene 1 protein-like [Stylophora pistillata]","GO:0016021","GO:0016021"
"evm.TU.chromosome_13.850",43.9175741862421,-1.7114907729514,0.423951642826455,-4.03699526092413,5.41401620789827e-05,0.0031474989958534,"sp|Q2KHZ8|GLCM_BOVIN",3.61e-174,"Glucosylceramidase OS=Bos taurus GN=GBA PE=2 SV=1","tr|A0A2B4SJQ5|A0A2B4SJQ5_STYPI",0,"Glucosylceramidase OS=Stylophora pistillata GN=GBA PE=4 SV=1","ref|XP_020606926.1|",0,"glucosylceramidase-like [Orbicella faveolata]","GO:0005765; GO:0005764; GO:0004348; GO:0006680","GO:0004348; GO:0006665"
"evm.TU.chromosome_5.1668",24.2976041655774,0.853718642391606,0.215389646091084,3.96360111957556,7.38275703675437e-05,0.00401086624979229,"sp|Q9Z1Z3|EPN2_RAT",7.75e-121,"Epsin-2 OS=Rattus norvegicus GN=Epn2 PE=1 SV=1","tr|A0A2B4SW75|A0A2B4SW75_STYPI",0,"Epsin-2 OS=Stylophora pistillata GN=EPN2 PE=4 SV=1","ref|XP_020621471.1|",0,"epsin-2-like [Orbicella faveolata]","GO:0030128; GO:0045296; GO:0008289; GO:0048568; GO:0006897; GO:0001701; GO:0007219; GO:0030100","GO:0030128; GO:0006897"
"evm.TU.chromosome_10.1309",125.28966850506,0.629389312881971,0.159435988780715,3.94759876797715,7.8938955477951e-05,0.00414318020559415,"sp|Q90738|AFAP1_CHICK",8.86e-08,"Actin filament-associated protein 1 OS=Gallus gallus GN=AFAP1 PE=1 SV=2","tr|A0A2B4SBZ7|A0A2B4SBZ7_STYPI",0,"Actin filament-associated protein 1 OS=Stylophora pistillata GN=Afap1 PE=4 SV=1","ref|XP_020621940.1|",0,"uncharacterized protein LOC110059564 [Orbicella faveolata]","GO:0005737; GO:0005856; GO:0005886; GO:0003779; GO:0042169; GO:0017124; GO:0018109; GO:0018108; GO:0051493; GO:0009966",""
"evm.TU.chromosome_6.799",24.1126945180212,-1.9085323550607,0.483072419714756,-3.95082036806747,7.78837660631261e-05,0.00414318020559415,"sp|Q28107|FA5_BOVIN",2.45e-24,"Coagulation factor V OS=Bos taurus GN=F5 PE=1 SV=1","tr|A0A2B4R8A8|A0A2B4R8A8_STYPI",2.6e-46,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Stylophora pistillata GN=Edil3 PE=4 SV=1","ref|XP_020602933.1|",5.88e-166,"EGF-like repeat and discoidin I-like domain-containing protein 3 [Orbicella faveolata]","GO:0005576; GO:0005507; GO:0007596","GO:0016021"
"evm.TU.chromosome_14.955",20.502931315443,-1.13766938487123,0.288571156763193,-3.94242237385084,8.06627615562802e-05,0.00420987109470699,"sp|Q9D6Y9|GLGB_MOUSE",0,"1,4-alpha-glucan-branching enzyme OS=Mus musculus GN=Gbe1 PE=1 SV=1","tr|A0A2B4RJJ2|A0A2B4RJJ2_STYPI",0,"1,4-alpha-glucan-branching enzyme OS=Stylophora pistillata GN=GBE1 PE=4 SV=1","ref|XP_020621410.1|",0,"1,4-alpha-glucan-branching enzyme-like [Orbicella faveolata]","GO:0003844; GO:0102752; GO:0030246; GO:0043169; GO:0004553; GO:0005978","GO:0005622; GO:0003844; GO:0043169; GO:0004553; GO:0005978; GO:0006886; GO:0016192"
"evm.TU.chromosome_13.223",276.783563011224,-1.40262396643022,0.366870432177717,-3.82321343833665,0.000131723660843111,0.00602814191740148,"sp|P18258|TBA1_PARLI",0,"Tubulin alpha-1 chain OS=Paracentrotus lividus PE=2 SV=1","tr|E0YPA2|E0YPA2_9CNID",0,"Tubulin alpha chain OS=Seriatopora hystrix GN=tuba PE=2 SV=1","gb|ADM13666.1|",0,"alpha-tubulin [Seriatopora hystrix]","GO:0005737; GO:0005874; GO:0005525; GO:0003924; GO:0005200; GO:0007017","GO:0005737; GO:0005874; GO:0005525; GO:0003924; GO:0005200; GO:0007017"
"evm.TU.chromosome_11.2122",25.2375922535747,1.07936647987171,0.285634893780005,3.77883271048473,0.000157565227947849,0.0068722111156597,"sp|Q8CFK2|TF3B_MOUSE",0,"Transcription factor IIIB 90 kDa subunit OS=Mus musculus GN=Brf1 PE=1 SV=1","tr|A0A2B4RTJ3|A0A2B4RTJ3_STYPI",0,"Transcription factor IIIB 90 kDa subunit OS=Stylophora pistillata GN=Brf1 PE=4 SV=1","gb|PFX20476.1|",0,"transcription factor IIIB 90 kDa subunit-like [Stylophora pistillata]","GO:0000126; GO:0046872; GO:0017025; GO:0001026; GO:0070897; GO:0043488; GO:0006383","GO:0000126; GO:0046872; GO:0017025; GO:0001026; GO:0070897; GO:0006383"
"evm.TU.chromosome_5.199",9.79553575727908,-1.72181245140834,0.45922488213983,-3.74938841158887,0.000177266352188126,0.00745160367342845,NA,NA,NA,"tr|A0A2B4RRS6|A0A2B4RRS6_STYPI",4.24e-10,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene16105 PE=4 SV=1","gb|PFX19483.1|",6.57e-10,"hypothetical protein AWC38_SpisGene16105 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_12.3543",23.7163546628629,-2.34873112496386,0.630181702928028,-3.72706969125078,0.000193718907008796,0.007963047106689,"sp|P15693|PPBI1_RAT",6.35e-89,"Intestinal-type alkaline phosphatase 1 OS=Rattus norvegicus GN=Alpi PE=1 SV=1","tr|A0A2B4S0K5|A0A2B4S0K5_STYPI",3.86e-153,"Alkaline phosphatase, tissue-nonspecific isozyme OS=Stylophora pistillata GN=ALPL PE=4 SV=1","ref|XP_015752480.1|",1.46e-164,"PREDICTED: alkaline phosphatase-like [Acropora digitifera]","GO:0031225; GO:0009897; GO:0016021; GO:0004035; GO:0000287; GO:0002020; GO:0042803; GO:0008270; GO:0071773; GO:0016311; GO:0006793","GO:0016791"
"evm.TU.chromosome_7.2709",40.9323029799657,-1.49526621421863,0.405057894076007,-3.6914876517332,0.000222946222383391,0.00870800328997964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_3.1139",9.56278353635396,-2.6441474747612,0.720475909510432,-3.67000123093348,0.000242549300580541,0.00923476640325091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_4.1239",173.217017733274,0.616455078687468,0.168349843405753,3.66175023520338,0.000250498018535778,0.00949847588651991,"sp|Q62925|M3K1_RAT",2.39e-19,"Mitogen-activated protein kinase kinase kinase 1 OS=Rattus norvegicus GN=Map3k1 PE=1 SV=1","tr|A0A2B4R9P3|A0A2B4R9P3_STYPI",0,"Serine/threonine-protein kinase Nek5 OS=Stylophora pistillata GN=NEK5 PE=4 SV=1","ref|XP_020627481.1|",0,"uncharacterized protein LOC110064728 [Orbicella faveolata]","GO:0005737; GO:0031941; GO:0016020; GO:0005524; GO:0008092; GO:0008432; GO:0004706; GO:0004709; GO:0051019; GO:0031434; GO:0004672; GO:0019901; GO:0004674; GO:0046625; GO:0004842; GO:0008270; GO:0007256; GO:0007257; GO:0000186; GO:0008637; GO:0043010; GO:0071260; GO:0003382; GO:0061029; GO:0007254; GO:0000165; GO:0002011; GO:0032232; GO:0018105; GO:0030838; GO:0043065; GO:0043507; GO:0043406; GO:0045944; GO:0050434; GO:0046777; GO:0051259; GO:0006468; GO:0000209; GO:0042787; GO:0030334; GO:0007346; GO:0006970; GO:0007179; GO:0042060","GO:0005634; GO:0005524; GO:0004402; GO:0004672; GO:0003712; GO:0008270; GO:0006355"
"evm.TU.chromosome_9.1776",9.96397340340434,-2.22554133070172,0.610981573243944,-3.64256702356085,0.000269932663102338,0.00983401741263026,"sp|Q80UA9|INSI2_RAT",1.23e-65,"Insulin-induced gene 2 protein OS=Rattus norvegicus GN=Insig2 PE=2 SV=1","tr|A7S1I3|A7S1I3_NEMVE",3.45e-68,"Predicted protein OS=Nematostella vectensis GN=v1g232570 PE=4 SV=1","ref|XP_020630018.1|",1.88e-156,"insulin-induced gene 2 protein-like [Orbicella faveolata]","GO:0005783; GO:0032937; GO:0008134; GO:0006695; GO:0008203; GO:0060363; GO:0042472; GO:0042474; GO:0045717; GO:0010894; GO:0060021; GO:0070542; GO:0032868; GO:0033993; GO:0006991; GO:0032933; GO:0016126; GO:0006641","GO:0016021"
"evm.TU.chromosome_11.247",47.2969559525333,-1.29303097918647,0.361914127811586,-3.57275629720547,0.000353243473818592,0.0119030475552876,"sp|Q9FGT8|TIL_ARATH",9.37e-10,"Temperature-induced lipocalin-1 OS=Arabidopsis thaliana GN=TIL PE=1 SV=1","tr|A0A2B4SE72|A0A2B4SE72_STYPI",4.74e-109,"Apolipoprotein D OS=Stylophora pistillata GN=APOD PE=4 SV=1","gb|PFX27676.1|",7.34e-109,"Apolipoprotein D [Stylophora pistillata]","GO:0009941; GO:0031969; GO:0005737; GO:0009898; GO:0005783; GO:0005794; GO:0005739; GO:0005886; GO:0009506; GO:0005774; GO:0005773; GO:0045735; GO:0005215; GO:0030644; GO:0006883; GO:0010286; GO:0042538; GO:0006629; GO:1902884; GO:1901002; GO:0009409; GO:0009735; GO:0050826; GO:0009408; GO:0009644; GO:0009416; GO:1901562; GO:0009414; GO:0010431",""
"evm.TU.chromosome_12.3897",41.8604944735819,-1.59827943792729,0.447334133297664,-3.57289846438739,0.000353051680199702,0.0119030475552876,"sp|Q92752|TENR_HUMAN",8.99e-75,"Tenascin-R OS=Homo sapiens GN=TNR PE=1 SV=3","tr|A0A2B4S2X3|A0A2B4S2X3_STYPI",1.42e-150,"Angiopoietin-related protein 7 OS=Stylophora pistillata GN=Angptl7 PE=4 SV=1","ref|XP_020615513.1|",4.11e-170,"techylectin-5B-like [Orbicella faveolata]","GO:0009986; GO:0005576; GO:0045121; GO:0072534; GO:0005578; GO:0008306; GO:0007411; GO:0007155; GO:0030198; GO:0035641; GO:0060291; GO:0048692; GO:0022408; GO:0050805; GO:0050885; GO:0007158; GO:0051968; GO:0051971; GO:0050808; GO:0022029",""
"evm.TU.chromosome_14.5488",118.07434974765,-1.1126825212648,0.313035354393075,-3.55449474204636,0.000378706083800513,0.012217061942251,"sp|Q26636|CATL_SARPE",1.24e-131,"Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1","tr|A7SHX1|A7SHX1_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g190019 PE=3 SV=1","ref|XP_020631218.1|",0,"cathepsin L1-like [Orbicella faveolata]","GO:0005764; GO:0008234; GO:0030154; GO:0007275","GO:0005615; GO:0005764; GO:0004197; GO:0051603"
"evm.TU.chromosome_11.380",20.973129569869,-1.32038741344555,0.374989545985754,-3.52113126240514,0.000429709846850968,0.0133959881786762,"sp|O54694|SPTC2_CRIGR",0,"Serine palmitoyltransferase 2 OS=Cricetulus griseus GN=SPTLC2 PE=2 SV=1","tr|A0A2B4SDH7|A0A2B4SDH7_STYPI",0,"Serine palmitoyltransferase 2 OS=Stylophora pistillata GN=SPTLC2 PE=4 SV=1","ref|XP_020618195.1|",0,"serine palmitoyltransferase 2-like [Orbicella faveolata]","GO:0016021; GO:0005739; GO:0017059; GO:0030170; GO:0004758; GO:0046513; GO:1904504; GO:0046511; GO:0006686; GO:0046512","GO:0030170; GO:0016740; GO:0009058"
"evm.TU.chromosome_7.1251",70.285742392687,0.769050094967186,0.220038827469588,3.4950654110056,0.000473945588437612,0.0143887402502791,"sp|O15042|SR140_HUMAN",0,"U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2","tr|A0A2B4RPT6|A0A2B4RPT6_STYPI",0,"U2 snRNP-associated SURP motif-containing protein OS=Stylophora pistillata GN=U2surp PE=4 SV=1","ref|XP_020630769.1|",0,"U2 snRNP-associated SURP motif-containing protein-like [Orbicella faveolata]","GO:0005654; GO:0005634; GO:0003723; GO:0000398","GO:0003723; GO:0006396"
"evm.TU.chromosome_11.2163",290.795407875816,-1.30414092149755,0.381869292415596,-3.41515001965181,0.000637468913444261,0.0178317110817159,"sp|A6QLI0|EPDR1_BOVIN",3.38e-08,"Mammalian ependymin-related protein 1 OS=Bos taurus GN=EPDR1 PE=2 SV=1","tr|A0A2B4S3F7|A0A2B4S3F7_STYPI",7.5e-34,"Mammalian ependymin-related protein 1 OS=Stylophora pistillata GN=EPDR1 PE=4 SV=1","ref|XP_020604379.1|",5.54e-36,"mammalian ependymin-related protein 1-like, partial [Orbicella faveolata]","GO:0005615; GO:0005764; GO:0005509; GO:0007160","GO:0005576; GO:0005509; GO:0007160"
"evm.TU.chromosome_4.84",15.5693746891386,-1.63337367724265,0.483405570786658,-3.37888881707469,0.000727794354563637,0.0194287630859086,"sp|Q61847|MEP1B_MOUSE",2.04e-44,"Meprin A subunit beta OS=Mus musculus GN=Mep1b PE=1 SV=2","tr|A0A2B4SGJ2|A0A2B4SGJ2_STYPI",0,"Meprin A subunit beta OS=Stylophora pistillata GN=MEP1B PE=4 SV=1","ref|XP_020618801.1|",0,"uncharacterized protein LOC110056625 [Orbicella faveolata]","GO:0005576; GO:0016021; GO:0016020; GO:0005886; GO:0042802; GO:0004222; GO:0008270; GO:0006954; GO:1901998","GO:0005576; GO:0016020; GO:0004222; GO:0008270"
"evm.TU.chromosome_7.2828",20.7838516322258,1.29229833218383,0.382718312464286,3.37663051413151,0.000733795495337278,0.0194770290048095,NA,NA,NA,"tr|A0A2B4RHY3|A0A2B4RHY3_STYPI",6.26e-06,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene19885 PE=4 SV=1","gb|PFX15875.1|",9.7e-06,"hypothetical protein AWC38_SpisGene19885 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_5.365",50.310108821369,-1.57748069419501,0.472859616504415,-3.33604443927023,0.000849795785839655,0.0219294523623622,"sp|Q6NRT5|CSN1_XENLA",0,"COP9 signalosome complex subunit 1 OS=Xenopus laevis GN=csn1 PE=2 SV=1","tr|A7SHI2|A7SHI2_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g189928 PE=4 SV=1","ref|XP_022794530.1|",0,"COP9 signalosome complex subunit 1-like [Stylophora pistillata]","GO:0008180; GO:0005737; GO:0000338","GO:0008180; GO:0000338"
"evm.TU.chromosome_10.1214",16.1557031635066,-2.64666335257251,0.796696402974127,-3.32204757382149,0.000893594566546451,0.0227438178718261,"sp|Q8CQD9|PLS_STAES",1.94e-29,"Accumulation-associated protein OS=Staphylococcus epidermidis (strain ATCC 12228) GN=SE_0175 PE=3 SV=1","tr|A0A2C5YFA0|A0A2C5YFA0_9HYPO",1.06e-33,"Uncharacterized protein OS=Ophiocordyceps australis GN=CDD81_7441 PE=4 SV=1","gb|PIA44992.1|",1.89e-31,"hypothetical protein AQUCO_01700512v1 [Aquilegia coerulea]","GO:0005618; GO:0005576; GO:0016020",""
"evm.TU.chromosome_12.2931",37.8698055616747,1.68177433241967,0.511808459613546,3.28594477256108,0.00101640936076443,0.0251798478973374,"sp|P35441|TSP1_MOUSE",2.2e-16,"Thrombospondin-1 OS=Mus musculus GN=Thbs1 PE=1 SV=1","tr|A0A2B4SDU6|A0A2B4SDU6_STYPI",1.63e-43,"Kelch-like protein 12 OS=Stylophora pistillata GN=klhl12 PE=4 SV=1","ref|XP_022786561.1|",8.47e-142,"cartilage intermediate layer protein 1-like [Stylophora pistillata]","GO:0009986; GO:0005783; GO:0009897; GO:0031012; GO:0005576; GO:0005615; GO:0005577; GO:0031091; GO:0016529; GO:0030141; GO:0005509; GO:0070052; GO:0050840; GO:0070051; GO:0017134; GO:0001968; GO:0008201; GO:0005178; GO:0043236; GO:0030169; GO:0001786; GO:0000187; GO:0048266; GO:0048514; GO:0007155; GO:0007050; GO:0016477; GO:0071732; GO:0003197; GO:0043652; GO:0030198; GO:0003417; GO:0006954; GO:0016525; GO:0002581; GO:0043066; GO:0043537; GO:0001953; GO:0010754; GO:0043154; GO:0002605; GO:2001027; GO:0010596; GO:0001937; GO:0051918; GO:0040037; GO:0032695; GO:0010751; GO:0010748; GO:0010757; GO:0003151; GO:0018149; GO:0045766; GO:0030194; GO:0043536; GO:0030335; GO:0008284; GO:0010811; GO:0050921; GO:2000353; GO:0010595; GO:1902043; GO:0010763; GO:0043032; GO:0010759; GO:0042327; GO:0051897; GO:2000379; GO:0048661; GO:0030511; GO:0045727; GO:0042535; GO:0030823; GO:0051592; GO:0034976; GO:0009749; GO:0032026; GO:0006986; GO:0002040",""
"evm.TU.chromosome_12.4108",63.2932165180539,-1.54884427858002,0.472929805395541,-3.27499823633365,0.00105662633281057,0.0257684729380388,"sp|B8V7S0|CPP1_ACRMI",5.3e-67,"CUB and peptidase domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4RV98|A0A2B4RV98_STYPI",3.89e-117,"Coagulation factor IX OS=Stylophora pistillata GN=F9 PE=4 SV=1","ref|XP_020619453.1|",5.26e-134,"CUB and peptidase domain-containing protein 2-like [Orbicella faveolata]","GO:0005576; GO:0004252","GO:0004252"
"evm.TU.chromosome_6.1086_evm.TU.chromosome_6.1088",22.0594672750147,0.905249942060661,0.276602429645551,3.27274761548799,0.00106507534994763,0.0259019633534384,"sp|Q7Z494|NPHP3_HUMAN",4.14e-13,"Nephrocystin-3 OS=Homo sapiens GN=NPHP3 PE=1 SV=1","tr|A0A2B4S036|A0A2B4S036_STYPI",0,"Nephrocystin-3 OS=Stylophora pistillata GN=NPHP3 PE=4 SV=1","ref|XP_022795759.1|",0,"uncharacterized protein LOC111334324 [Stylophora pistillata]","GO:0097546; GO:0097543; GO:0005929; GO:0005829; GO:0003283; GO:0060271; GO:0060027; GO:0071908; GO:0007368; GO:0071910; GO:0035469; GO:0071909; GO:0060287; GO:0007163; GO:0030198; GO:0001947; GO:0001822; GO:0060993; GO:0006629; GO:0030324; GO:0048496; GO:0090090; GO:1905515; GO:0045494; GO:0030814; GO:2000167; GO:2000095; GO:0072189; GO:0016055",""
"evm.TU.chromosome_7.9",17.3984154847332,-1.63193591685593,0.499227723391474,-3.26892085593619,0.00107958494154582,0.026050244433664,"sp|Q9UKP5|ATS6_HUMAN",1.38e-142,"A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2","tr|A0A2B4S5W6|A0A2B4S5W6_STYPI",0,"A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Stylophora pistillata GN=ADAMTS6 PE=4 SV=1","ref|XP_022792548.1|",0,"A disintegrin and metalloproteinase with thrombospondin motifs 6-like [Stylophora pistillata]","GO:0005578; GO:0046872; GO:0004222; GO:0008237","GO:0005576; GO:0046872; GO:0004222; GO:0007229"
"evm.TU.chromosome_7.2721",13.0762527122579,-2.38480186147617,0.73916509223519,-3.22634535441151,0.00125381967666358,0.0286191272634021,"sp|Q9Z0J0|NPC2_MOUSE",1.87e-20,"Epididymal secretory protein E1 OS=Mus musculus GN=Npc2 PE=1 SV=1","tr|A0A2B4SA10|A0A2B4SA10_STYPI",1.5e-33,"Protein NPC2-like OS=Stylophora pistillata GN=Npc2a PE=4 SV=1","ref|XP_020614754.1|",4.42e-47,"epididymal secretory protein E1-like [Orbicella faveolata]","GO:0005783; GO:0005615; GO:0005764; GO:0015485; GO:0017127; GO:0019899; GO:0033344; GO:0042632; GO:0008203; GO:0030301; GO:0032367; GO:0032366; GO:0009615","GO:0016021"
"evm.TU.chromosome_5.1684",23.8127602129242,-0.975469968820193,0.305453103934259,-3.1935179451643,0.00140550601621701,0.030509119234471,"sp|P0C6B8|SVEP1_RAT",3.96e-69,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1","tr|A0A2B4SW57|A0A2B4SW57_STYPI",0,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Stylophora pistillata GN=Svep1 PE=4 SV=1","ref|XP_020607342.1|",0,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Orbicella faveolata]","GO:0005737; GO:0005615; GO:0016020; GO:0005509; GO:0003682; GO:0007155","GO:0005509"
"evm.TU.chromosome_12.1822",23.3996530361664,-1.09508840564138,0.346451171326743,-3.1608737284614,0.00157296671746549,0.0327645506660185,"sp|Q5UAW9|GP157_HUMAN",2.24e-37,"G-protein coupled receptor 157 OS=Homo sapiens GN=GPR157 PE=2 SV=2","tr|A0A2B4SRL9|A0A2B4SRL9_STYPI",3.27e-165,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene4112 PE=4 SV=1","ref|XP_020607053.1|",6.02e-177,"uncharacterized protein LOC110045763 [Orbicella faveolata]","GO:0060170; GO:0016021; GO:0004930; GO:0007166; GO:0048512; GO:0007186; GO:0051482; GO:0060019",""
"evm.TU.chromosome_12.2175",40.8639348600013,0.969412493876972,0.30736757811809,3.15391916028477,0.00161093702915717,0.0329638876671149,"sp|A1L224|CR3L2_DANRE",8.12e-50,"Cyclic AMP-responsive element-binding protein 3-like protein 2 OS=Danio rerio GN=creb3l2 PE=2 SV=1","tr|A0A2B4S7N7|A0A2B4S7N7_STYPI",0,"Cyclic AMP-responsive element-binding protein 3-like protein 2 OS=Stylophora pistillata GN=creb3l2 PE=4 SV=1","ref|XP_022792224.1|",0,"cyclic AMP-responsive element-binding protein 3-like protein 2 isoform X1 [Stylophora pistillata]","GO:0005783; GO:0005789; GO:0016021; GO:0005634; GO:0035497; GO:0003700; GO:0044212; GO:0051216; GO:0002062; GO:0030968; GO:0045944; GO:0060628; GO:0003330; GO:0034976; GO:0006351","GO:0035497; GO:0003700; GO:0030968; GO:0045944"
"evm.TU.chromosome_7.2372",42.494831459768,-1.27439952072697,0.419310129380119,-3.03927673440887,0.0023714690649337,0.0430966063788117,"sp|Q9H172|ABCG4_HUMAN",0,"ATP-binding cassette sub-family G member 4 OS=Homo sapiens GN=ABCG4 PE=1 SV=2","tr|A0A2B4SZV8|A0A2B4SZV8_STYPI",0,"ATP-binding cassette sub-family G member 4 OS=Stylophora pistillata GN=ABCG4 PE=4 SV=1","gb|PFX33967.1|",0,"ATP-binding cassette sub-family G member 4-like [Stylophora pistillata]","GO:0016021; GO:0005886; GO:0005524; GO:0017127; GO:0046982; GO:0042803; GO:0034041; GO:1990830; GO:0033344; GO:0055085","GO:0016021; GO:0005524; GO:0016887"
"evm.TU.chromosome_11.1290",57.1431266792396,-0.672853023548321,0.224483003878361,-2.99734506365086,0.00272342255177814,0.0472026035560054,NA,NA,NA,"tr|A0A2B4RMZ9|A0A2B4RMZ9_STYPI",1.47e-57,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene17765 PE=4 SV=1","ref|XP_020615726.1|",1.75e-61,"uncharacterized protein LOC110053784 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_3.1422",7.82780707561843,-1.37465013766577,0.459632674268771,-2.99075808710227,0.00278285856678879,0.0476592154626224,NA,NA,NA,"tr|A0A2B4RXA2|A0A2B4RXA2_STYPI",4.24e-84,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene14686 PE=4 SV=1","ref|XP_020604823.1|",1.12e-100,"uncharacterized protein LOC110043675 isoform X2 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_10.3127",85.9567806081739,0.578471791570695,0.194393040870819,2.97578446727993,0.00292240172668861,0.049183173987205,NA,NA,NA,"tr|A0A2B4S1M4|A0A2B4S1M4_STYPI",6.95e-155,"Interactor protein for cytohesin exchange factors 1 OS=Stylophora pistillata GN=IPCEF1 PE=4 SV=1","ref|XP_020625502.1|",0,"muscle M-line assembly protein unc-89-like [Orbicella faveolata]",NA,""
